"Series Description","Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total securitized consumer credit, not seasonally adjusted level","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned by depository institutions, not seasonally adjusted level","Total consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted level","Total consumer credit owned and securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by finance companies, not seasonally adjusted level","Total consumer credit securitized by finance companies, not seasonally adjusted level","Total consumer credit owned by credit unions, not seasonally adjusted level","Total consumer credit owned by federal government, not seasonally adjusted level","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Total consumer credit owned by nonfinancial business, not seasonally adjusted level","Total consumer credit securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Revolving securitized consumer credit, not seasonally adjusted level","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by depository institutions, not seasonally adjusted level","Revolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted level","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by finance companies, not seasonally adjusted level","Revolving consumer credit securitized by finance companies, not seasonally adjusted level","Revolving consumer credit owned by credit unions, not seasonally adjusted level","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving securitized consumer credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted level","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted level","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted level","Nonrevolving consumer credit owned by federal government, not seasonally adjusted level","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted level","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total securitized consumer credit, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Total consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Total consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Revolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Revolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Revolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving securitized consumer credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer credit securitized by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit securitized by nonfinancial business, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted"
1988-11,5.87,21.21,0.83,729660.07,183011.11,546648.97,732665.34,,421342.00,421342.00,354935.00,66407.00,,144540.00,144540.00,,87846.00,12954.34,,65983.00,65983.00,,183671.00,,125845.00,125845.00,117327.00,8518.00,,10185.00,10185.00,,4766.00,42875.00,42875.00,,548994.34,,295497.00,295497.00,237608.00,57889.00,,134355.00,134355.00,,83080.00,12954.34,,23108.00,23108.00,,,ND,3554.75,3178.96,375.78,4530.67,,3007.00,3007.00,2662.00,345.00,,-487.00,-487.00,,564.00,239.67,,1207.00,1207.00,,5240.00,,3868.00,3868.00,3674.00,194.00,,215.00,215.00,,27.00,1130.00,1130.00,,-709.33,,-861.00,-861.00,-1012.00,151.00,,-702.00,-702.00,,537.00,239.67,,77.00,77.00,,,ND,11.22,,15.06,,,13.20,56.20,94.00,11975.00,,,
1988-12,3.71,10.37,1.48,731917.76,184593.12,547324.64,745206.40,,427568.60,427568.60,360816.00,66752.60,,144677.00,144677.00,,88339.80,13202.00,,71419.00,71419.00,,194459.90,,131764.00,131764.00,123020.00,8744.00,,10400.00,10400.00,,4788.90,47507.00,47507.00,,550746.50,,295804.60,295804.60,237796.00,58008.60,,134277.00,134277.00,,83550.90,13202.00,,23912.00,23912.00,,,285420.90,2257.68,1582.01,675.67,12541.06,,6226.60,6226.60,5881.00,345.60,,137.00,137.00,,493.80,247.66,,5436.00,5436.00,,10788.90,,5919.00,5919.00,5693.00,226.00,,215.00,215.00,,22.90,4632.00,4632.00,,1752.16,,307.60,307.60,188.00,119.60,,-78.00,-78.00,,470.90,247.66,,804.00,804.00,,,-310.03,ND,,ND,,,13.25,56.30,94.00,12068.00,,,
1989-01,0.01,-55.71,18.80,749023.08,185723.07,563300.01,753009.23,29132.00,434670.66,420114.00,353344.00,66770.00,14556.66,152950.00,139605.00,13345.00,86665.00,13364.23,,65359.34,64129.00,1230.34,189610.00,10773.00,132351.66,122809.00,114143.00,8666.00,9542.66,10615.00,10615.00,,4706.00,41937.34,40707.00,1230.34,563399.23,18359.00,302319.00,297305.00,239201.00,58104.00,5014.00,142335.00,128990.00,13345.00,81959.00,13364.23,,23422.00,23422.00,,,ND,5.32,-8570.05,8575.37,-9297.17,,-7611.94,-7454.60,-7472.00,17.40,,5887.00,4928.00,,-1674.80,162.23,,-6059.66,-7290.00,,-14549.90,,-9112.34,-8955.00,-8877.00,-78.00,,215.00,215.00,,-82.90,-5569.66,-6800.00,,5252.73,,1500.40,1500.40,1405.00,95.40,,5672.00,4713.00,,-1591.90,162.23,,-490.00,-490.00,,,ND,ND,,ND,,,13.27,56.20,94.00,11956.00,,,
1989-02,6.20,12.22,4.21,752893.00,187614.80,565278.20,749701.77,30050.00,434712.36,419713.00,353025.00,66688.00,14999.36,152298.00,138587.00,13711.00,86482.00,13510.77,,62698.64,61359.00,1339.64,187301.00,11730.00,131699.36,121309.00,112734.00,8575.00,10390.36,10830.00,10830.00,,4704.00,40067.64,38728.00,1339.64,562400.77,18320.00,303013.00,298404.00,240291.00,58113.00,4609.00,141468.00,127757.00,13711.00,81778.00,13510.77,,22631.00,22631.00,,,ND,3869.92,1891.73,1978.19,-3307.47,918.00,41.70,-401.00,-319.00,-82.00,442.70,-652.00,-1018.00,366.00,-183.00,146.53,,-2660.70,-2770.00,109.30,-2309.00,957.00,-652.30,-1500.00,-1409.00,-91.00,847.70,215.00,215.00,,-2.00,-1869.70,-1979.00,109.30,-998.47,-39.00,694.00,1099.00,1090.00,9.00,-405.00,-867.00,-1233.00,366.00,-181.00,146.53,,-791.00,-791.00,,,ND,11.76,,15.22,,,13.07,55.70,92.00,11819.00,,,
1989-03,11.36,21.17,8.10,760018.34,190924.09,569094.25,753193.00,33377.00,438696.11,421578.00,355578.00,66000.00,17118.11,152077.00,137454.00,14623.00,86747.00,13673.00,,61999.89,60364.00,1635.89,188471.00,14324.00,133183.11,120495.00,112088.00,8407.00,12688.11,11045.00,11045.00,,4727.00,39515.89,37880.00,1635.89,564722.00,19053.00,305513.00,301083.00,243490.00,57593.00,4430.00,141032.00,126409.00,14623.00,82020.00,13673.00,,22484.00,22484.00,,,285331.00,7125.34,3309.29,3816.05,3491.23,3327.00,3983.75,1865.00,2553.00,-688.00,2118.75,-221.00,-1133.00,912.00,265.00,162.23,,-698.75,-995.00,296.25,1170.00,2594.00,1483.75,-814.00,-646.00,-168.00,2297.75,215.00,215.00,,23.00,-551.75,-848.00,296.25,2321.23,733.00,2500.00,2679.00,3199.00,-520.00,-179.00,-436.00,-1348.00,912.00,242.00,162.23,,-147.00,-147.00,,,-2016.97,ND,,ND,,,13.07,55.40,92.00,11867.00,,,
1989-04,7.41,13.94,5.22,764712.45,193141.59,571570.85,759276.91,32517.00,442975.81,426070.00,359803.00,66267.00,16905.81,152961.00,138968.00,13993.00,87394.00,13860.91,,62085.19,60467.00,1618.19,190797.00,14169.00,135173.81,122623.00,114262.00,8361.00,12550.81,11260.00,11260.00,,4770.00,39593.19,37975.00,1618.19,568479.91,18348.00,307802.00,303447.00,245541.00,57906.00,4355.00,141701.00,127708.00,13993.00,82624.00,13860.91,,22492.00,22492.00,,,ND,4694.11,2217.50,2476.61,6083.91,-860.00,4279.70,4492.00,4225.00,267.00,-212.30,884.00,1514.00,-630.00,647.00,187.91,,85.30,103.00,-17.70,2326.00,-155.00,1990.70,2128.00,2174.00,-46.00,-137.30,215.00,215.00,,43.00,77.30,95.00,-17.70,3757.91,-705.00,2289.00,2364.00,2051.00,313.00,-75.00,669.00,1299.00,-630.00,604.00,187.91,,8.00,8.00,,,ND,ND,,ND,,,12.10,53.40,91.00,11886.00,,,
1989-05,7.16,12.52,5.35,769275.70,195155.98,574119.72,764084.09,32647.00,445066.96,427900.00,361528.00,66372.00,17166.96,154299.00,140489.00,13810.00,87836.00,14055.09,,62827.04,61157.00,1670.04,192720.00,14623.00,136264.96,123312.00,115018.00,8294.00,12952.96,11475.00,11475.00,,4803.00,40177.04,38507.00,1670.04,571364.09,18024.00,308802.00,304588.00,246510.00,58078.00,4214.00,142824.00,129014.00,13810.00,83033.00,14055.09,,22650.00,22650.00,,,ND,4563.26,2014.39,2548.87,4807.18,130.00,2091.15,1830.00,1725.00,105.00,261.15,1338.00,1521.00,-183.00,442.00,194.18,,741.85,690.00,51.85,1923.00,454.00,1091.15,689.00,756.00,-67.00,402.15,215.00,215.00,,33.00,583.85,532.00,51.85,2884.18,-324.00,1000.00,1141.00,969.00,172.00,-141.00,1123.00,1306.00,-183.00,409.00,194.18,,158.00,158.00,,,ND,12.44,,15.65,,,11.80,52.70,91.00,11973.00,,,
1989-06,6.16,15.54,2.98,773227.11,197683.95,575543.16,769617.00,34535.00,448448.85,429167.00,363704.00,65463.00,19281.85,155395.00,142103.00,13292.00,88288.00,14243.00,,63242.15,61281.00,1961.15,195893.00,17172.00,138892.85,123682.00,115580.00,8102.00,15210.85,11690.00,11690.00,,4836.00,40474.15,38513.00,1961.15,573724.00,17363.00,309556.00,305485.00,248124.00,57361.00,4071.00,143705.00,130413.00,13292.00,83452.00,14243.00,,22768.00,22768.00,,,290431.00,3951.41,2527.97,1423.44,5532.91,1888.00,3381.89,1267.00,2176.00,-909.00,2114.89,1096.00,1614.00,-518.00,452.00,187.91,,415.11,124.00,291.11,3173.00,2549.00,2627.89,370.00,562.00,-192.00,2257.89,215.00,215.00,,33.00,297.11,6.00,291.11,2359.91,-661.00,754.00,897.00,1614.00,-717.00,-143.00,881.00,1399.00,-518.00,419.00,187.91,,118.00,118.00,,,1700.00,ND,,ND,,,11.96,53.00,91.00,12065.00,,,
1989-07,4.71,11.20,2.48,776260.08,199528.82,576731.26,773195.77,35251.00,450345.84,430505.00,365107.00,65398.00,19840.84,156012.00,142633.00,13379.00,88951.00,14469.77,,63417.16,61386.00,2031.16,197418.00,17785.00,139982.84,124229.00,116214.00,8015.00,15753.84,11905.00,11905.00,,4880.00,40650.16,38619.00,2031.16,575777.77,17466.00,310363.00,306276.00,248893.00,57383.00,4087.00,144107.00,130728.00,13379.00,84071.00,14469.77,,22767.00,22767.00,,,ND,3032.97,1844.87,1188.10,3578.77,716.00,1896.99,1338.00,1403.00,-65.00,558.99,617.00,530.00,87.00,663.00,226.77,,175.01,105.00,70.01,1525.00,613.00,1089.99,547.00,634.00,-87.00,542.99,215.00,215.00,,44.00,176.01,106.00,70.01,2053.77,103.00,807.00,791.00,769.00,22.00,16.00,402.00,315.00,87.00,619.00,226.77,,-1.00,-1.00,,,ND,ND,,ND,,,11.94,52.90,91.00,12108.00,,,
1989-08,4.04,14.04,0.59,778876.50,201862.61,577013.90,780190.54,35644.00,454345.81,434038.00,368832.00,65206.00,20307.81,156431.00,143205.00,13226.00,90316.00,14696.54,,64401.19,62291.00,2110.19,200795.00,18477.00,142362.81,125996.00,118083.00,7913.00,16366.81,12120.00,12120.00,,4964.00,41348.19,39238.00,2110.19,579395.54,17167.00,311983.00,308042.00,250749.00,57293.00,3941.00,144311.00,131085.00,13226.00,85352.00,14696.54,,23053.00,23053.00,,,ND,2616.42,2333.79,282.64,6994.77,393.00,3999.97,3533.00,3725.00,-192.00,466.97,419.00,572.00,-153.00,1365.00,226.77,,984.03,905.00,79.03,3377.00,692.00,2379.97,1767.00,1869.00,-102.00,612.97,215.00,215.00,,84.00,698.03,619.00,79.03,3617.77,-299.00,1620.00,1766.00,1856.00,-90.00,-146.00,204.00,357.00,-153.00,1281.00,226.77,,286.00,286.00,,,ND,12.13,,15.45,,,12.22,52.90,90.00,11949.00,,,
1989-09,4.54,7.81,3.39,781822.09,203176.98,578645.11,784207.00,35835.00,457038.67,436267.00,371715.00,64552.00,20771.67,157339.00,144432.00,12907.00,90948.00,14916.00,,63965.33,61809.00,2156.33,202075.00,18881.00,143893.67,127169.00,119413.00,7756.00,16724.67,12335.00,12335.00,,5007.00,40839.33,38683.00,2156.33,582132.00,16954.00,313145.00,309098.00,252302.00,56796.00,4047.00,145004.00,132097.00,12907.00,85941.00,14916.00,,23126.00,23126.00,,,293292.00,2945.59,1314.37,1631.21,4016.46,191.00,2692.86,2229.00,2883.00,-654.00,463.86,908.00,1227.00,-319.00,632.00,219.46,,-435.86,-482.00,46.14,1280.00,404.00,1530.86,1173.00,1330.00,-157.00,357.86,215.00,215.00,,43.00,-508.86,-555.00,46.14,2736.46,-213.00,1162.00,1056.00,1553.00,-497.00,106.00,693.00,1012.00,-319.00,589.00,219.46,,73.00,73.00,,,953.67,ND,,ND,,,12.42,53.10,88.00,11841.00,,,
1989-10,5.72,10.33,4.10,785545.65,204925.86,580619.79,787047.03,40015.00,458433.58,437243.00,373483.00,63760.00,21190.58,158067.00,141472.00,16595.00,91323.00,15291.03,,63932.42,61703.00,2229.42,203516.00,19521.00,145285.58,127994.00,120410.00,7584.00,17291.58,12550.00,12550.00,,5036.00,40644.42,38415.00,2229.42,583531.03,20494.00,313148.00,309249.00,253073.00,56176.00,3899.00,145517.00,128922.00,16595.00,86287.00,15291.03,,23288.00,23288.00,,,ND,3723.56,1748.88,1974.68,2840.03,4180.00,1394.91,976.00,1768.00,-792.00,418.91,728.00,-2960.00,3688.00,375.00,375.03,,-32.91,-106.00,73.09,1441.00,640.00,1391.91,825.00,997.00,-172.00,566.91,215.00,215.00,,29.00,-194.91,-268.00,73.09,1399.03,3540.00,3.00,151.00,771.00,-620.00,-148.00,513.00,-3175.00,3688.00,346.00,375.03,,162.00,162.00,,,ND,ND,,ND,,,13.04,54.40,88.00,11965.00,,,
1989-11,7.26,15.81,4.24,790297.25,207625.30,582671.95,793165.97,42731.00,462614.30,439345.00,376021.00,63324.00,23269.30,157889.00,140864.00,17025.00,91367.00,15653.97,,65641.70,63205.00,2436.70,208416.00,21336.00,148882.30,129983.00,122527.00,7456.00,18899.30,12765.00,12765.00,,5047.00,41721.70,39285.00,2436.70,584749.97,21395.00,313732.00,309362.00,253494.00,55868.00,4370.00,145124.00,128099.00,17025.00,86320.00,15653.97,,23920.00,23920.00,,,ND,4751.60,2699.43,2052.16,6118.94,2716.00,4180.72,2102.00,2538.00,-436.00,2078.72,-178.00,-608.00,430.00,44.00,362.94,,1709.28,1502.00,207.28,4900.00,1815.00,3596.72,1989.00,2117.00,-128.00,1607.72,215.00,215.00,,11.00,1077.28,870.00,207.28,1218.94,901.00,584.00,113.00,421.00,-308.00,471.00,-393.00,-823.00,430.00,33.00,362.94,,632.00,632.00,,,ND,11.94,,15.42,,,13.27,55.10,89.00,12279.00,,,
1989-12,6.55,20.83,1.46,794612.18,211229.83,583382.34,809285.00,47335.00,470906.86,445840.00,383309.00,62531.00,25066.86,158542.00,138858.00,19684.00,91654.00,16029.00,,72153.14,69569.00,2584.14,222295.00,22627.00,158140.86,138098.00,130811.00,7287.00,20042.86,12980.00,12980.00,,5072.00,46102.14,43518.00,2584.14,586990.00,24708.00,312766.00,307742.00,252498.00,55244.00,5024.00,145562.00,125878.00,19684.00,86582.00,16029.00,,26051.00,26051.00,,,290885.00,4314.92,3604.53,710.39,16119.03,4604.00,8292.56,6495.00,7288.00,-793.00,1797.56,653.00,-2006.00,2659.00,287.00,375.03,,6511.44,6364.00,147.44,13879.00,1291.00,9258.56,8115.00,8284.00,-169.00,1143.56,215.00,215.00,,25.00,4380.44,4233.00,147.44,2240.03,3313.00,-966.00,-1620.00,-996.00,-624.00,654.00,438.00,-2221.00,2659.00,262.00,375.03,,2131.00,2131.00,,,-802.33,ND,,ND,,,13.27,55.10,89.00,12301.00,,,
1990-01,4.69,13.73,1.41,797714.86,213647.44,584067.42,802841.79,47088.00,468474.39,443402.00,382385.00,61017.00,25072.39,157859.00,138453.00,19406.00,91140.00,16280.79,,69087.61,66478.00,2609.61,217901.00,22850.00,155758.39,135518.00,128481.00,7037.00,20240.39,13195.00,13195.00,,5050.00,43897.61,41288.00,2609.61,584940.79,24238.00,312716.00,307884.00,253904.00,53980.00,4832.00,144664.00,125258.00,19406.00,86090.00,16280.79,,25190.00,25190.00,,,ND,3102.69,2417.61,685.08,-6443.21,-247.00,-2432.47,-2438.00,-924.00,-1514.00,5.53,-683.00,-405.00,-278.00,-514.00,251.79,,-3065.53,-3091.00,25.47,-4394.00,223.00,-2382.47,-2580.00,-2330.00,-250.00,197.53,215.00,215.00,,-22.00,-2204.53,-2230.00,25.47,-2049.21,-470.00,-50.00,142.00,1406.00,-1264.00,-192.00,-898.00,-620.00,-278.00,-492.00,251.79,,-861.00,-861.00,,,ND,ND,,ND,,,12.64,54.70,89.00,12381.00,,,
1990-02,1.59,16.05,-3.70,798773.19,216504.57,582268.62,796345.21,51299.00,465642.34,437737.00,377311.00,60426.00,27905.34,156880.00,136479.00,20401.00,90510.00,16508.21,,66804.66,63812.00,2992.66,216062.00,26204.00,155258.34,132047.00,125151.00,6896.00,23211.34,13410.00,13410.00,,5022.00,42371.66,39379.00,2992.66,580283.21,25095.00,310384.00,305690.00,252160.00,53530.00,4694.00,143470.00,123069.00,20401.00,85488.00,16508.21,,24433.00,24433.00,,,ND,1058.32,2857.13,-1798.80,-6496.58,4211.00,-2832.05,-5665.00,-5074.00,-591.00,2832.95,-979.00,-1974.00,995.00,-630.00,227.42,,-2282.95,-2666.00,383.05,-1839.00,3354.00,-500.05,-3471.00,-3330.00,-141.00,2970.95,215.00,215.00,,-28.00,-1525.95,-1909.00,383.05,-4657.58,857.00,-2332.00,-2194.00,-1744.00,-450.00,-138.00,-1194.00,-2189.00,995.00,-602.00,227.42,,-757.00,-757.00,,,ND,11.80,,15.27,,,12.67,54.70,88.00,12053.00,,,
1990-03,-0.04,6.01,-2.29,798748.09,217589.37,581158.72,792320.00,53930.00,463191.45,433139.00,372789.00,60350.00,30052.45,155629.00,134945.00,20684.00,90034.00,16760.00,,66705.55,63512.00,3193.55,214920.00,27963.00,153906.45,129137.00,122322.00,6815.00,24769.45,13625.00,13625.00,,5002.00,42386.55,39193.00,3193.55,577400.00,25967.00,309285.00,304002.00,250467.00,53535.00,5283.00,142004.00,121320.00,20684.00,85032.00,16760.00,,24319.00,24319.00,,,287502.00,-25.10,1084.80,-1109.90,-4025.21,2631.00,-2450.89,-4598.00,-4522.00,-76.00,2147.11,-1251.00,-1534.00,283.00,-476.00,251.79,,-99.11,-300.00,200.89,-1142.00,1759.00,-1351.89,-2910.00,-2829.00,-81.00,1558.11,215.00,215.00,,-20.00,14.89,-186.00,200.89,-2883.21,872.00,-1099.00,-1688.00,-1693.00,5.00,589.00,-1466.00,-1749.00,283.00,-456.00,251.79,,-114.00,-114.00,,,-1127.67,ND,,ND,,,12.31,54.30,88.00,12216.00,,,
1990-04,-0.00,12.02,-4.50,798747.01,219769.62,578977.38,793294.37,53964.00,464012.47,434047.00,374395.00,59652.00,29965.47,155730.00,134949.00,20781.00,90144.00,16936.37,,66471.53,63254.00,3217.53,217045.00,28173.00,156086.47,131131.00,124262.00,6869.00,24955.47,13840.00,13840.00,,5015.00,42103.53,38886.00,3217.53,576249.37,25791.00,307926.00,302916.00,250133.00,52783.00,5010.00,141890.00,121109.00,20781.00,85129.00,16936.37,,24368.00,24368.00,,,ND,-1.08,2180.26,-2181.34,974.37,34.00,821.02,908.00,1606.00,-698.00,-86.98,101.00,4.00,97.00,110.00,176.37,,-234.02,-258.00,23.98,2125.00,210.00,2180.02,1994.00,1940.00,54.00,186.02,215.00,215.00,,13.00,-283.02,-307.00,23.98,-1150.63,-176.00,-1359.00,-1086.00,-334.00,-752.00,-273.00,-114.00,-211.00,97.00,97.00,176.37,,49.00,49.00,,,ND,ND,,ND,,,12.21,54.20,87.00,12089.00,,,
1990-05,1.51,19.15,-5.19,799751.03,223276.19,576474.84,794021.63,56268.00,463574.63,431875.00,373770.00,58105.00,31699.63,156007.00,134847.00,21160.00,90290.00,17118.63,,67031.37,63623.00,3408.37,220506.00,29844.00,158874.63,132439.00,125619.00,6820.00,26435.63,14055.00,14055.00,,5030.00,42546.37,39138.00,3408.37,573515.63,26424.00,304700.00,299436.00,248151.00,51285.00,5264.00,141952.00,120792.00,21160.00,85260.00,17118.63,,24485.00,24485.00,,,ND,1004.03,3506.57,-2502.55,727.25,2304.00,-437.84,-2172.00,-625.00,-1547.00,1734.16,277.00,-102.00,379.00,146.00,182.25,,559.84,369.00,190.84,3461.00,1671.00,2788.16,1308.00,1357.00,-49.00,1480.16,215.00,215.00,,15.00,442.84,252.00,190.84,-2733.75,633.00,-3226.00,-3480.00,-1982.00,-1498.00,254.00,62.00,-317.00,379.00,131.00,182.25,,117.00,117.00,,,ND,11.82,,15.41,,,12.23,54.50,87.00,12064.00,,,
1990-06,4.71,12.84,1.57,802892.74,225664.82,577227.92,798712.00,62958.00,466677.84,429407.00,372319.00,57088.00,37270.84,156434.00,134791.00,21643.00,90360.00,17295.00,,67945.16,63901.00,4044.16,223520.00,35411.00,160710.84,129344.00,122516.00,6828.00,31366.84,14270.00,14270.00,,5041.00,43498.16,39454.00,4044.16,575192.00,27547.00,305967.00,300063.00,249803.00,50260.00,5904.00,142164.00,120521.00,21643.00,85319.00,17295.00,,24447.00,24447.00,,,289637.00,3141.71,2388.62,753.08,4690.37,6690.00,3103.21,-2468.00,-1451.00,-1017.00,5571.21,427.00,-56.00,483.00,70.00,176.37,,913.79,278.00,635.79,3014.00,5567.00,1836.21,-3095.00,-3103.00,8.00,4931.21,215.00,215.00,,11.00,951.79,316.00,635.79,1676.37,1123.00,1267.00,627.00,1652.00,-1025.00,640.00,212.00,-271.00,483.00,59.00,176.37,,-38.00,-38.00,,,711.67,ND,,ND,,,12.58,54.80,87.00,12108.00,,,
